METHOD;SALT;ROUNDS;PASSWORD;HASH;CMD
sha-512;;;y/MylNjLd;$6$AWBFYeoKWMNl21CG$QY1L9UAkdjr7194Mto222NHhzTIhlPn0/xOpSXWshoLFcOTNTdDXGHCALLQJZqxFMNlHRJs0vDuTRenV.0me71;mkpasswd y/MylNjLd -m sha-512
sha-512;;999;kaf0ZBuX0;$6$rounds=1000$DFSzrDbgEOhQnGYI$45UgyKbibwjABHkjmzrHnuPMh0sM.LceveuKvBBGyXKae/w76dQWd6PhAF7znR/f5PnVmC8dl4ZMkFLVxa/X/.;mkpasswd kaf0ZBuX0 -m sha-512 -R 999
sha-512;;1000;ihzJ/ODQb;$6$rounds=1000$25XiniTmctRztgj6$RU3kqxstu85h4Lowxs60tcLHh23k.gSCp9RcWs9vl0ksere0sO4EVvJD41lH.LWKsMYI858hAKJp7DVwmR0MO.;mkpasswd ihzJ/ODQb -m sha-512 -R 1000
sha-512;;5000;SUlMssTFZ;$6$lQV4R1cU25d1EL9t$GHxvvqxUxc599K1DmygqV2s2b4u.OPRh.c4YHdqEA6JQ4v5CVGfOVNMViYyuHbtvtH19euNekW52jg37XsJfM/;mkpasswd SUlMssTFZ -m sha-512 -R 5000
sha-512;;6666;k/47mLVAk;$6$rounds=6666$sS3wTZEoXGx4va/J$MJe7x6IIXw2B7GkeDTNXmXk9KqBpwtvJ4FphkYr.YOoe/9f0fq4Aihdrvu09c0hwTMgo536y2NZpgpey9QQX91;mkpasswd k/47mLVAk -m sha-512 -R 6666
sha-512;;99999;cTqStAJ3u;$6$rounds=99999$6No.EG.i/AHW862g$JJyA0AW45TIFwSTNeoHe/6b5RvUvVl7ao08jVAPUZV7UyaCm8M.ZqVa77I05Tut8cb2rTZx1hmuycGEtndM5L/;mkpasswd cTqStAJ3u -m sha-512 -R 99999
sha-512;y42SzHX.;;X30+y7Iyj;$6$y42SzHX.$gOtHatZNqEEE2o8HDwd4iZ.i3KQB0HJKLXciAq6ww2tIim67NQItJ3AR3bBQOL3rp77S6ZVZsUOCYgcFiRyrr1;mkpasswd X30+y7Iyj -m sha-512 -S y42SzHX.
sha-512;OVU.z5xg;1000;EqEwvs+Sl;$6$rounds=1000$OVU.z5xg$3KGHv1jHzr03gSn8SJI0YQYPnz7V4kTkHGsgNDtxw4z0IdHBy2vx3Z5.BWWH94TVPftU5cVpD0PkPqgUQTB84.;mkpasswd EqEwvs+Sl -m sha-512 -S OVU.z5xg -R 1000
sha-512;p68GszRU;5000;hAesJ5A1q;$6$rounds=5000$p68GszRU$YuVmcGgXgE8PRQhy/U8KB.78QMj6musPow9STxHTqvT9rmAMrCViuNlog6Rbc7TwTpzv7Qoxs6.39E4t349rm.;mkpasswd hAesJ5A1q -m sha-512 -S p68GszRU -R 5000
sha-512;GRc98nzH;6666;Z67/iYm9z;$6$rounds=6666$GRc98nzH$wQYxVB/16P74lpNWhe1XUFUZgZ/brm9H6iv/Z4tQTAXyGQiBSqY7pITwH/X/GZaoleDWfQkoGVloya0NoY.h3/;mkpasswd Z67/iYm9z -m sha-512 -S GRc98nzH -R 6666
sha-512;Q0DbwV8k;99999;QcelkhJoQ;$6$rounds=99999$Q0DbwV8k$fXwU8HXXtDFCfVHwIrb1Sttpyy6k/RnyxdD80h9fADUN1eF3Vy56tspEwlkt3AbuAwFAG41fY360c7ZElH57Q/;mkpasswd QcelkhJoQ -m sha-512 -S Q0DbwV8k -R 99999
sha-512;pJ9HtVueW;;cvT5GLptV;$6$pJ9HtVueW$X/fvXUrvZWmhx1WWRNAHu3I7gxk4AgaAFg2NxOW2oXVSKMI4rtLd8jfUGAwL36RS2kmt1MmmrvLWg5eH88LnX1;mkpasswd cvT5GLptV -m sha-512 -S pJ9HtVueW
sha-512;wv.C3JSmQ;1000;NXN9s4ChR;$6$rounds=1000$wv.C3JSmQ$m3v0v1XPSnUTgTnk1hknToHjLpxRQvsREfPILXx4EKFLt4yRons7qn5iUvhEGeT2hPX9KHiCqvkocxHn0UJWq1;mkpasswd NXN9s4ChR -m sha-512 -S wv.C3JSmQ -R 1000
sha-512;RetE.TElB;5000;dDEYCUnAT;$6$rounds=5000$RetE.TElB$xNpHhsvMEdeKLVFPF/isWxrMfN2icMPfV8jyR9AVw0noB62Wb2Lc3vRXV4Ma3Noe3xNKU2YnZUN0A9j7EetiZ0;mkpasswd dDEYCUnAT -m sha-512 -S RetE.TElB -R 5000
sha-512;Tn6M8wAKJ;6666;/nYQJCuW/;$6$rounds=6666$Tn6M8wAKJ$L.9SMdDBxZHtc0.KvErBwAqRPPmeAArLFT/zMdLY6e1om3YDBlfLYQKMGYeXoNZ6US.LN1CT.GnM7dRxO8BmT0;mkpasswd /nYQJCuW/ -m sha-512 -S Tn6M8wAKJ -R 6666
sha-512;4tmzc581x;99999;l2pyYMtTf;$6$rounds=99999$4tmzc581x$tZqL3QQD3MyYuyO1CEN7NL8M3FHxLe6vqRwV7wRPXD62iRFM2RSMxlPSEMoKs03kXkcCkYeW7FHbgRm8Owmge1;mkpasswd l2pyYMtTf -m sha-512 -S 4tmzc581x -R 99999
sha-512;5El2a3UaLE;;JPe06I60j;$6$5El2a3UaLE$kCM6ZiTRjnQiuIvEaKVLLcte5jyq6VtweIo8ahLHRCWGYfQuCKWnG/QvPpzHm13g.rAxBkVPZPX9uBQZKKCbk.;mkpasswd JPe06I60j -m sha-512 -S 5El2a3UaLE
sha-512;FQbDr5v50.;1000;bZJzMq3aR;$6$rounds=1000$FQbDr5v50.$1R/r8Tuw/IOFcTwM6VGzp9eTpb3kgSisFOW71FBfvBpu49qyEb8p5bzPQQ4Y88HHe53RvovUXu2c37yD0Ws210;mkpasswd bZJzMq3aR -m sha-512 -S FQbDr5v50. -R 1000
sha-512;8EV3X8qnLB;5000;5r9VAnL5P;$6$rounds=5000$8EV3X8qnLB$JhFOsTDlgllveH/C3kWQfKyJ89FMJl3ViXaKFkaQLd4r4fOQHMP4i7Pzyg0ze/vqiSOc3vQ0QcO5brjmRddj00;mkpasswd 5r9VAnL5P -m sha-512 -S 8EV3X8qnLB -R 5000
sha-512;w9CZ.C1w/U;6666;QGmJZ/LkH;$6$rounds=6666$w9CZ.C1w/U$Jdf5yMmf7aFQIy8HbH16OcgDJDMtht.ZST.vA8qH7BhfApofnsCCvAyS1gOoqKqNeIL8g9jEhL4HfSEbmvwXu0;mkpasswd QGmJZ/LkH -m sha-512 -S w9CZ.C1w/U -R 6666
sha-512;CxZTKl/4Vo;99999;CJrneDPVQ;$6$rounds=99999$CxZTKl/4Vo$DEInnXdTTlHxFOuHQhz8JqRD5U6p1qeXzMgMLwCL3v5X8ANR5ioqJN2ubxt1zv9nSCyKouv3XDo7Blrjm9QDr0;mkpasswd CJrneDPVQ -m sha-512 -S CxZTKl/4Vo -R 99999
sha-512;N4WOGRwCFI6;;64doAFVdo;$6$N4WOGRwCFI6$xsYbIU8ob.JDj4qxVZglhcarrowfamc2E7/iAqYeL5l0YWAH/5knKoW7/xyCDeKqCGyxkaPdpq9Zv4VVQOfp7/;mkpasswd 64doAFVdo -m sha-512 -S N4WOGRwCFI6
sha-512;D0FP9umg8KV;1000;/JjrNnGhL;$6$rounds=1000$D0FP9umg8KV$.BTqy8UkIlcReHI5xKYoO0Xd5lwQEnTS9ipQ7nL9l0yxcQItq9iTrJv.0v3UGAYzdYgX72s3loMwYKeekDWvM/;mkpasswd /JjrNnGhL -m sha-512 -S D0FP9umg8KV -R 1000
sha-512;cdRgG85p7ut;5000;S2rYYGOH5;$6$rounds=5000$cdRgG85p7ut$0XIfVLKjTYyInO3WQaQN3vciggomOBR1YFq0xdf0EyskYZd3J2vHk70O6Gqnh5li8v1Y11ETMycUablJxyTi00;mkpasswd S2rYYGOH5 -m sha-512 -S cdRgG85p7ut -R 5000
sha-512;yQ2D4uUWwDK;6666;h8o4aicOq;$6$rounds=6666$yQ2D4uUWwDK$JCtnLGKd.nc6WCeki3SH7ThMMZTmeW03XeXpJav9NUlKtC50mnTV3ySrj0.Pi8Dl8q1d2d/KglQ/6jAq0M1Es1;mkpasswd h8o4aicOq -m sha-512 -S yQ2D4uUWwDK -R 6666
sha-512;dxMl6FY1Kfh;99999;LVWGMAP6z;$6$rounds=99999$dxMl6FY1Kfh$Zo5yclvAYeB2aefZj7WI64bTxFREsiZVjXJI3y6tMbjQDB9BfMCzOj.i6GoV8FJe4vE170wJKWGwCU9In7hDR/;mkpasswd LVWGMAP6z -m sha-512 -S dxMl6FY1Kfh -R 99999
sha-512;zLWYQV3X46Yq;;YJhDrG0rt;$6$zLWYQV3X46Yq$2GmnZL.UAKGJoxYuyIwMOExIbczYqPWIrpC3KZ6S7vua1mGAto235FzHrQMcAuFzKxP8nV3Nt/HlwtvLBTcCP.;mkpasswd YJhDrG0rt -m sha-512 -S zLWYQV3X46Yq
sha-512;igHCKcEarL3n;1000;EB0fBO2Yp;$6$rounds=1000$igHCKcEarL3n$z9OlIWjm.poptNc/TT2dxwvSMmbwBCCP5SeFNS8vc3p1SwXN7vTjVJgrPTLjtJqjfhFI8UhivS367ZIm1bPtc0;mkpasswd EB0fBO2Yp -m sha-512 -S igHCKcEarL3n -R 1000
sha-512;TPD1Bd.0OBtr;5000;4XqqumaJl;$6$rounds=5000$TPD1Bd.0OBtr$KXaun917OpW0jeCG4PEcpAlXPLUILP2k1KEcDfGEby5vnoAZJjTQF1Pqa1NiwKxT.42elfsoKdIS4qXpYZYZw1;mkpasswd 4XqqumaJl -m sha-512 -S TPD1Bd.0OBtr -R 5000
sha-512;IqKbVisjxwzV;6666;Ml3Hf5tR3;$6$rounds=6666$IqKbVisjxwzV$awp21lM2NRNFHeN6c24qJiis9Ge1.bjahFSHFkkEhf8/p8sd4iNlON9bkLPDvK5ns1eXEFR/GuajRXKmJWkzD.;mkpasswd Ml3Hf5tR3 -m sha-512 -S IqKbVisjxwzV -R 6666
sha-512;PYwXlLoXMqWu;99999;ZXLFB1J5E;$6$rounds=99999$PYwXlLoXMqWu$slfFRSHO8lfRaiIEzw1mQNZq9HWxw5C0rL6M/tQaodcUIaQ9ThyfGuiRNtv4aRWdox4oIPmTnnsX6jfgV.8pP1;mkpasswd ZXLFB1J5E -m sha-512 -S PYwXlLoXMqWu -R 99999
sha-512;0iSZzm7Z.9xgd;;DwBNNdQN6;$6$0iSZzm7Z.9xgd$WDxyakGzWSj0oMG4iSSfJ7zeLSwuZ6V379yun7K6cdFK1j7IQ80AvjD41aRdvWhvIzyx4M2B2h3q4lZ30fZV/1;mkpasswd DwBNNdQN6 -m sha-512 -S 0iSZzm7Z.9xgd
sha-512;yM57U.hcuqpHA;1000;1APfVOxg3;$6$rounds=1000$yM57U.hcuqpHA$Sg0Qr8kyjVYAwr1xhjcPrPWJScKl7f0wUbThJ1esqJ4VYUZJxqL7qgCo7Q4yU0B0nF5IdXK4nmKaDnHYVP2QB/;mkpasswd 1APfVOxg3 -m sha-512 -S yM57U.hcuqpHA -R 1000
sha-512;vTZJ3jnu5IxgT;5000;xcqvqRn2Z;$6$rounds=5000$vTZJ3jnu5IxgT$w8r591FZc7tYpr7xA0EHRQYsxX3x81CKI5CGduiwxM1fAxWdavg3kdeu6sbH6WF8i8nsSHGHgzIyAtfT1.V1l0;mkpasswd xcqvqRn2Z -m sha-512 -S vTZJ3jnu5IxgT -R 5000
sha-512;LFBevIckmNizz;6666;Mg37xEqWh;$6$rounds=6666$LFBevIckmNizz$cnQ8.jiaQ4dB5PSkbjMgpKTLf/Cddc9JNeP8wewP8v8FVmhVGzapB7eOvWcLGLlMGeMMCvJoOY2smRcpyCzyg/;mkpasswd Mg37xEqWh -m sha-512 -S LFBevIckmNizz -R 6666
sha-512;BDkuiD4Ba5kpg;99999;xdUuts0A5;$6$rounds=99999$BDkuiD4Ba5kpg$ucUwkQU4LEezhT6Vf4aS2/vqX0GK8q4an6Df5ZqjH66Apcjm.Pan5GvTtN4jZmOfKS6a7Px82Dkw71tTUPECV.;mkpasswd xdUuts0A5 -m sha-512 -S BDkuiD4Ba5kpg -R 99999
sha-512;7r2kiAl2dyLQef;;/uq3qW8Tc;$6$7r2kiAl2dyLQef$Ntb3xsuVgfFSJHWzexwE93VBdLUNicjIyNBPsCLoQxqdMiYkslLpz0DpK493VViXM9OhHa11f6VbcHghSX5Ew.;mkpasswd /uq3qW8Tc -m sha-512 -S 7r2kiAl2dyLQef
sha-512;HgfvOjlw8p7WI2;1000;zxhZdApoY;$6$rounds=1000$HgfvOjlw8p7WI2$zT2hq0a6UActHAq6hza6oCLl51vrDXvTPtp5rSLIb/B4M27TDBvGhN3YYDwt1aoMLUCE0DrzxCPLd2iu2gRwn1;mkpasswd zxhZdApoY -m sha-512 -S HgfvOjlw8p7WI2 -R 1000
sha-512;VGq/J1ZuILB4Yn;5000;4dJPQ9OWt;$6$rounds=5000$VGq/J1ZuILB4Yn$0UmTXw.RUPDcgN1V7lxny7k7YCan6IJAxO8aWyZY8.joRy7yyWSxaWU7sSAkakk7RrclUKSMlkCtVHShTEchS1;mkpasswd 4dJPQ9OWt -m sha-512 -S VGq/J1ZuILB4Yn -R 5000
sha-512;2.5ku7qCJVJnTN;6666;XrSKPRu01;$6$rounds=6666$2.5ku7qCJVJnTN$sDzlh17vpuGVth.2WW.q5yPjIx/o6waIGVXEYI0DrNkn14X3u4ZCCMRW8EAlxudkqN.aiZSkTAcoo8ljQIAFV/;mkpasswd XrSKPRu01 -m sha-512 -S 2.5ku7qCJVJnTN -R 6666
sha-512;efkoA.dsra1acv;99999;qRxrW1N1v;$6$rounds=99999$efkoA.dsra1acv$BDL1IMKhAgrooa5ZoAxYvFDEQq1aNO.BKkH9nncYtUsJ6CfSGlzo665sRn3DKL6h9wzwDpXlfKQHfvo54RFOq0;mkpasswd qRxrW1N1v -m sha-512 -S efkoA.dsra1acv -R 99999
sha-512;Bm8q/ElTNxUGg/E;;wgfy7Eb3k;$6$Bm8q/ElTNxUGg/E$1JzL6cud5XeJw9oZtIZe2S9tc1gP28PDkKvlkBKPDjsQF.g03m28y/pmnWkxFI4oUj6YErPrzQDHFrcuvxaYI1;mkpasswd wgfy7Eb3k -m sha-512 -S Bm8q/ElTNxUGg/E
sha-512;KTnt7V0.tDBcP0A;1000;qqxrlUAGL;$6$rounds=1000$KTnt7V0.tDBcP0A$/QjAf0IkyCp8ZH/6vdkt055bG/uXacyz1LdoQkMUQxbxvCxM/P6WAstqaAr0/5YItn.YDjqe/B4ZyY.uDepDl/;mkpasswd qqxrlUAGL -m sha-512 -S KTnt7V0.tDBcP0A -R 1000
sha-512;xFQZxmsQ70Pzmul;5000;9dGu9+u3e;$6$rounds=5000$xFQZxmsQ70Pzmul$OWwJaI5svE11GS45tuE73fNHPxlRwd2fQkgLYRnuW1.vgVNK4410oPzUYwJ7c6R78/XsG9M/1oNudgpAC3/VB1;mkpasswd 9dGu9+u3e -m sha-512 -S xFQZxmsQ70Pzmul -R 5000
sha-512;hsz.sbopbUYmGQQ;6666;G5aRITH8b;$6$rounds=6666$hsz.sbopbUYmGQQ$AgnV02j2SeGX9Bsf.nTo7RveCEVWZckxyL2F65P0V8Q2mxRHCpQwy9P4TqFJH8IkdJlvGC8KGVqZTSgEJxLmd.;mkpasswd G5aRITH8b -m sha-512 -S hsz.sbopbUYmGQQ -R 6666
sha-512;RFGITVxhQxEuHgH;99999;L6AG9H5gs;$6$rounds=99999$RFGITVxhQxEuHgH$UCp.ouhbUSgA20tJk6kXc4QV6iu2oGvLhAwBR0cX0AKbwzOCTqccDIxzpWo/7BNR6mSwPx5am/2hmaH1mGOgw0;mkpasswd L6AG9H5gs -m sha-512 -S RFGITVxhQxEuHgH -R 99999
sha-512;6ZnVrLcsAtQdfHfa;;LVq58IEYj;$6$6ZnVrLcsAtQdfHfa$UTBZE1hwr1eeCcY9aUxh/327C6ZkApbvK328W.swTaaOHrK4C7ZjQrBsrE.i.SHgUlrL/.c/sylX2TyVXrlaI1;mkpasswd LVq58IEYj -m sha-512 -S 6ZnVrLcsAtQdfHfa
sha-512;zfOdj49jTbr66CvS;1000;JsoXvlzLm;$6$rounds=1000$zfOdj49jTbr66CvS$2Jw/U9hlfeWYkFDKmjNEXycTKZ0Gb8yRw4Y1ytb3AGe1ypfnJuYM1ezJrnMwA89nbS44ucaGMNnsEiRcTW5Iu0;mkpasswd JsoXvlzLm -m sha-512 -S zfOdj49jTbr66CvS -R 1000
sha-512;EFHUaF03.f2ykN3N;5000;rCRYYLrQl;$6$rounds=5000$EFHUaF03.f2ykN3N$y9yD9Lu1RutwK6yFNOanVAqdAF7eObic3ZRVDPynfTs7FcaRkv3C2E73JrEINI3feuekcjyIaIAJFTzvrz/sE/;mkpasswd rCRYYLrQl -m sha-512 -S EFHUaF03.f2ykN3N -R 5000
sha-512;0/As5NOGbVQmT9iY;6666;B/giDyE0m;$6$rounds=6666$0/As5NOGbVQmT9iY$foQSlmCZ5EOsA5ZnwuO4hIbqxvrJPJLYcz4CGEQnAcQ1sbwi9OsO8q6VYwItEtbVCKpbSqo084mnMiwTEIP8O/;mkpasswd B/giDyE0m -m sha-512 -S 0/As5NOGbVQmT9iY -R 6666
sha-512;xEBokYRnubwVkutB;99999;WjVW0Ax7o;$6$rounds=99999$xEBokYRnubwVkutB$Yu9Nv1P.Eead1KB7IjXGTKogAdAmw5XLlBprIpzsNnWOigREvTQzTvrAPM.pAQ.2cxH7GUS6yhH8I7D9fF1Xq0;mkpasswd WjVW0Ax7o -m sha-512 -S xEBokYRnubwVkutB -R 99999
sha-512;;;QlEunQ06Fv;$6$wjO7rz6WHjnYhuEZ$lD9glmYuYCyZfiXvDe/9brMbxcleXBfaD/ISSWZfG4vBbQFx2ZpjPOI7JpYns9EFRAqOfWRqwFa5fff2MlS9c0;mkpasswd QlEunQ06Fv -m sha-512
sha-512;;999;8UCvIKAHfn;$6$rounds=1000$fEAk.XKLqZoQRWQ6$Jf49xfwLKLzWYHQvZP5FbsbLV4fl6yOUip6LV5uuKx.xnSe7wiRFUalqzUHaKm18btG9Riw2s9NuReHACztd01;mkpasswd 8UCvIKAHfn -m sha-512 -R 999
sha-512;;1000;7/f9SrTXu3;$6$rounds=1000$W.nPleBQUXHXtg2r$scbSmVB9.Jlr9yqZTirGGWCOw3dKoiDhk12u0hoQc/nGItnaF9w69NCd4iAs45IP561/Ho/vPSrCkghPSWW1v/;mkpasswd 7/f9SrTXu3 -m sha-512 -R 1000
sha-512;;5000;PFw9Vbl3F1;$6$yCwR/JIYS8HOASj1$s0QoDJKxNlrgDG9pyK4mYSm4mTuplYlrOP958BYdHwi8Y00gcBAEPeQztae3KtFvqh3E6RdGJpLYt.mJjyJvx1;mkpasswd PFw9Vbl3F1 -m sha-512 -R 5000
sha-512;;6666;7yXOFEcLgD;$6$rounds=6666$0Q1R5Co6v8hFTfqM$C9rMQYHQZOAPVt3NpxEfKfV0/Cb2wMM6gX6FdRCAk6zYxJP8YJsHwztVW4mBzW2WwiNO6O0rj4VFUtwru2Htg/;mkpasswd 7yXOFEcLgD -m sha-512 -R 6666
sha-512;;99999;tCT5rVO5JN;$6$rounds=99999$YPyOig8t9a3se2o4$Qw5f/KY1k9SAmiC2aVYMpeNa02ykVmb3vKbPVQ3rK3m8.kMNrQZQy0eOJ3YuRpMUZr4KlMBOzcWlVydn7oYWy1;mkpasswd tCT5rVO5JN -m sha-512 -R 99999
sha-512;mmFYtzpg;;SVb+nr/wdj;$6$mmFYtzpg$HuWOaCwxdtk3NuMmDtGRomO3YjbfGi/mQP5a7QXXv0RtWZt9MyoQdS/1rU9uey0booU/.w9PE4EPTZESO/xbM.;mkpasswd SVb+nr/wdj -m sha-512 -S mmFYtzpg
sha-512;2t9pw8p9;1000;cYQ/tFiOTk;$6$rounds=1000$2t9pw8p9$pJXENb.8YxL0inMJWT3XaKXFTgA2ebpDKsbM7ygnpTjaU0zwvSl.6jz3DazXQSJpdsLetF/R1seKGHF178zBg1;mkpasswd cYQ/tFiOTk -m sha-512 -S 2t9pw8p9 -R 1000
sha-512;7/Ff9qBk;5000;1JLcBlUaOR;$6$rounds=5000$7/Ff9qBk$vEkhLhhiwJXCfiMqn5sf7PH.8qJbO/bOYWLRwpeYaJ0g2ICqxTqAUyS5Rd6o3f91Jf12O1ScKuBybs7Lq5nsI0;mkpasswd 1JLcBlUaOR -m sha-512 -S 7/Ff9qBk -R 5000
sha-512;ksFWfW8s;6666;Hbk07zbiZP;$6$rounds=6666$ksFWfW8s$QJd7F0/OkziECzhiHFmiF1fwQeI81VD9xpbw8ilj4SHo7RaiFQfd6OPyU.pxEWvAFDiFDcdfD6wRfw9jW53jd1;mkpasswd Hbk07zbiZP -m sha-512 -S ksFWfW8s -R 6666
sha-512;awVeE1rR;99999;OtJbg4wZcG;$6$rounds=99999$awVeE1rR$zD2R7Dwz30IbZwVPfDBQBiKc4Y07pSZr/OpfeXfeUwbHphcotA/mxHdMn1e2eAcbP2bEvcjxjK4wotY7TfFOM/;mkpasswd OtJbg4wZcG -m sha-512 -S awVeE1rR -R 99999
sha-512;xq0zIozXR;;fUJs8TMo6c;$6$xq0zIozXR$6L93oBTAFVokYeTItoNY.oMBlS8mkBM9BtAfkCAcyNEto9.AhXsQrppigE1Em5EyP6UsIWY5TJ5wt9R6dVYEY.;mkpasswd fUJs8TMo6c -m sha-512 -S xq0zIozXR
sha-512;Hi0Rfvdg9;1000;bRBgCnASlk;$6$rounds=1000$Hi0Rfvdg9$1rGdGXDaV2kYvoB0ML/yqoWlQ.YTbkrFyFtXMEch5inaLYLFDaHPF7hmsuncyQSUF4IQ6hFhDDKdTs4zeGTQL.;mkpasswd bRBgCnASlk -m sha-512 -S Hi0Rfvdg9 -R 1000
sha-512;kJwgIb8Hg;5000;F1LrAekqnC;$6$rounds=5000$kJwgIb8Hg$AGY7dYlIEO95T9xghlIPHXh3xuXrMRIjyepwKRj0O/C0sj2/ljD9j1rHk5FNBSMXe/uM.Q6m6LRxZXyREIPiv1;mkpasswd F1LrAekqnC -m sha-512 -S kJwgIb8Hg -R 5000
sha-512;HTslF/1CW;6666;+RFtYRX821;$6$rounds=6666$HTslF/1CW$vuhY.Cy9NRJOuwk2TWFsGpWjyyXKD1qgspaLWsnYNnntV4N0WZvA19BkUDtm9Eu/0QRCtV.Hphzgc4TVykzIK1;mkpasswd +RFtYRX821 -m sha-512 -S HTslF/1CW -R 6666
sha-512;tbihMQbzt;99999;FwKcvJU+QS;$6$rounds=99999$tbihMQbzt$GleMjggF9hXn38pVFyQ526/Dyuvhe3YE8lNTGE0Zmt2XAKHlDgnrKPjIE9VAelO2ciINa.Lew58Ehe/XsBIxO0;mkpasswd FwKcvJU+QS -m sha-512 -S tbihMQbzt -R 99999
sha-512;LfXawn8rmt;;SdX4r5Yuvh;$6$LfXawn8rmt$8eONWVElbl7.X9gx9uI0nyuz.gq.5iRob4VdgAdDTuGZ5KvPA7PPrlRISXfNepHZ1rdZ9Uwdi9uGyEleYgtoy1;mkpasswd SdX4r5Yuvh -m sha-512 -S LfXawn8rmt
sha-512;0eA0VgJyd7;1000;HdUBEnIm0F;$6$rounds=1000$0eA0VgJyd7$ixNHZd2iLyrqrXaSS5bNCqFfvtH5GzDVrik4Uy9fkAhOUs98b0X2pN4/L6ztrAtZ/mm9.uQFX/ieEAEoz6xTg1;mkpasswd HdUBEnIm0F -m sha-512 -S 0eA0VgJyd7 -R 1000
sha-512;6Ml6ar5bum;5000;VPR915X6Dt;$6$rounds=5000$6Ml6ar5bum$5UXGiKvviI8o2BspfUnCT1sWRiTMi0dB71Qc3iEkEKW/HwQBUYnkqHg53PPUGImkBLNX0zivMjo.3H4zFbQuH.;mkpasswd VPR915X6Dt -m sha-512 -S 6Ml6ar5bum -R 5000
sha-512;bdL7Wjklhh;6666;NzUK2sF8If;$6$rounds=6666$bdL7Wjklhh$4QOVi/0DDKeIQqQtPOZAf9wVkSV83O97EtfGsCaURxzJLrg0Hl9C66HaFG1Om4bCKy4dsa7ZKgZrwP1egSqH71;mkpasswd NzUK2sF8If -m sha-512 -S bdL7Wjklhh -R 6666
sha-512;hPZ6SBD1cZ;99999;8YxeJ0EknV;$6$rounds=99999$hPZ6SBD1cZ$GZfamCTW1pPy4mUyJgBF2yonNxH/tBahLyTcLQ/O.caaiZ6rU3yb.6uIWfMXx9TkXxB/ydgU4IJOuDUZ/9jH8/;mkpasswd 8YxeJ0EknV -m sha-512 -S hPZ6SBD1cZ -R 99999
sha-512;NVFzxKCCaKU;;9xb8FY2G5+;$6$NVFzxKCCaKU$rt.6cq4PgxHkfAicpMan0Ge2jzZowZQ2HlnXTHPKjTV67kAthEqF2iXeX6y5L2qHFoGuYBcbJ18eJpneUU/Ad.;mkpasswd 9xb8FY2G5+ -m sha-512 -S NVFzxKCCaKU
sha-512;9GXq9rusxMq;1000;QkzEtev+CP;$6$rounds=1000$9GXq9rusxMq$Fa5kdl.S3poMEfpx9hGbN1tyOq/unJV1eSmDuR1/2k2tbQuo7dCtKnXgB.sUkDW2kq9H2BoxjVf9dQFwenjJO/;mkpasswd QkzEtev+CP -m sha-512 -S 9GXq9rusxMq -R 1000
sha-512;qi8foxvygG5;5000;5QL4EPh/HP;$6$rounds=5000$qi8foxvygG5$wCwI5ssNm35ZlIrjGkC8fB3.fJCeWkX8gdDoIrYMP/1Baa31.DY7v1.OKlp02VWe9wXVC2Nso6STIdV5nj/Mz0;mkpasswd 5QL4EPh/HP -m sha-512 -S qi8foxvygG5 -R 5000
sha-512;TfI1cbutMxX;6666;y6jqWNsUTW;$6$rounds=6666$TfI1cbutMxX$TuTDtRDJzXAbv9pWrh/OrzglxaWJLQifVY3inkJjCqEMqTMvmwDJixGhfVNG8htRjq2GDuAXYuRiBPYjW4D4P.;mkpasswd y6jqWNsUTW -m sha-512 -S TfI1cbutMxX -R 6666
sha-512;nZQnUHu7aZL;99999;GFGU8AiFjd;$6$rounds=99999$nZQnUHu7aZL$.atmW5PWlz8r1Q5ho77/Ct8LSnJXu2KyZDVm3w.ZQRVIiMVHahLBLimBp8sCWCK1pnFtTYPFrXNgoxU3DehWD/;mkpasswd GFGU8AiFjd -m sha-512 -S nZQnUHu7aZL -R 99999
sha-512;HrUM/iDBKC9t;;Zd7uT9rgfu;$6$HrUM/iDBKC9t$07t5tk6F//pE3Bq2/0GSNc8HO35md8X55RFJEZWMK4aiLv1mxDYVgjIir5j7qr0ijnF.hw4vif/SPtHyWQl.t1;mkpasswd Zd7uT9rgfu -m sha-512 -S HrUM/iDBKC9t
sha-512;qbi7TXCeLzEA;1000;HqE8JCQfgR;$6$rounds=1000$qbi7TXCeLzEA$u/yuO.Df6Xo2bjnPX7QldywcQJcWToZ3d0iu0AATXqdP9lXGpt.M5edVNf3dXQ3.GgBLVFA1waO5r87f8UeTw1;mkpasswd HqE8JCQfgR -m sha-512 -S qbi7TXCeLzEA -R 1000
sha-512;gYTrE1oBcNrY;5000;YoBQUBNMZD;$6$rounds=5000$gYTrE1oBcNrY$jpnOMYgZrK1GT2vl6NNW7W0z7FsAj.EQYx/gq4YrCWmOLlOVdU8MDbIRSlZ1UnHgTIIYO0EHqb2dotUYDaAaU/;mkpasswd YoBQUBNMZD -m sha-512 -S gYTrE1oBcNrY -R 5000
sha-512;o4FQFLWnQS0T;6666;EdgFCUIpmY;$6$rounds=6666$o4FQFLWnQS0T$pdmGOHzFqyFiA.AWGRCTSZv9d5m.2EahV9NwLvSbPLEc6.v72ZqZr8DbnTQBzqnFmBHHVkJYPULJ2u5xU2BSs.;mkpasswd EdgFCUIpmY -m sha-512 -S o4FQFLWnQS0T -R 6666
